Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Ragsdale Design Group (RDG),Logo Designers,Award winning digital content + media production,5.0,5 REVIEWS,Yes,"$10,000+",$100 - $149 / hr,2 - 9,"Atlanta, GA","Logo,Advertising,Branding,Web Design,Web Development,UX/UI Design","10,25,20,20,15,10","""Ragsdale Design Group (RDG) was fantastic to work with.""",https://rdgatl.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/ragsdale-design-group-rdg
Studio 22 Design,Logo Designers,We create digital experiences that ignite growth.,5.0,15 REVIEWS,Yes,"$10,000+",$150 - $199 / hr,2 - 9,"San Jose, CA","Logo,Web Design,Graphic Design,Branding,Marketing Strategy,Print Design","15,40,20,10,10,5",“The quality of Studio 22’s work is excellent.”,https://www.studio22.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/studio-22-design
EL FUEGO BRAND STUDIO,Logo Designers,Let's light up your brand,4.8,12 REVIEWS,Yes,"$5,000+",$100 - $149 / hr,2 - 9,"Mérida, Mexico","Logo,Branding,Advertising,Graphic Design","20,40,20,20","""They have both a strategic and aesthetic approach to branding, which is not easy to find.""",https://elfuego.mx/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/el-fuego-brand-studio
SOLV.,Logo Designers,Digital Marketing & Design Agency,5.0,48 REVIEWS,Yes,"$5,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Logo,Branding,Pay Per Click,Social Media Marketing,Ecommerce Marketing,Graphic Design","15,30,20,15,10,10","""Overall, we found Solv to be a true partner in our project's success.""",https://solv.team//?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/solv
SeekThem™,Logo Designers,Award-Winning Design & Branding Firm on Clutch!,5.0,37 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom","Logo,Web Design,Graphic Design","40,40,20","""They promptly addressed any queries or adjustments we had and ensured that the website was launched on time.""",https://seekthem.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/seekthem
Catchword,Logo Designers,#1 NAMING & BRANDING FIRM on CLUTCH,5.0,92 REVIEWS,No,"$25,000+",$300+ / hr,10 - 49,"Oakland, CA","Logo,Branding","15,85","""They're able to make the naming process both, a creative and educational exercise all at once.""",https://catchwordbranding.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/catchword
MBLM,Logo Designers,The Brand Intimacy Agency,5.0,10 REVIEWS,No,"$10,000+",$100 - $149 / hr,50 - 249,"New York, NY","Logo,Branding,Web Design,Graphic Design","15,60,15,10","""MBLM consistently met their promises and delivered above and beyond expectations.""",http://mblm.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mblm
Outcrowd,Logo Designers,Web design & branding to increase startups' value,4.9,59 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Lewes, DE","Logo,Web Design,UX/UI Design,Branding","15,60,15,10","""The talents and the skill set of the team were simply impressive.""",https://www.outcrowd.io/branding-page?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/outcrowd
Contrast & Co.,Logo Designers,Award-Winning Brand Strategy & Web Design Agency,5.0,27 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Annapolis, MD","Logo,Branding,UX/UI Design,Content Marketing,Graphic Design,Out of Home Design","10,40,20,10,10,10","""We are super pleased with our choice and Contrast & Co's excellent work!""",http://www.contrastandco.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/contrast-co
Hueman Studio,Logo Designers,"People first, design second.",5.0,7 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Rancho Cucamonga, CA","Logo,Web Design,Video Production,Branding,Graphic Design","30,30,20,10,10","""Their unique sense of modern ideals and how to mirror and improve the workspace climate are impressive.""",https://www.huemanstudio.com/,https://clutch.co/profile/hueman-studio
Marin Design Agency,Logo Designers,Custom Logo Design,5.0,25 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Tampa, FL",Logo,100,"""Marin Design Agency has a well-designed process to carry their customer from ideation to an end product.""",https://michellemarin.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/marin-design-agency
Wax Creek,Logo Designers,in a sky full of stars... be the moon,4.9,22 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Greenwood Village, CO","Logo,Branding,Web Design,Graphic Design","20,50,20,10",“They’re also great at driving things forward and are incredibly helpful and responsive.”,https://waxcreek.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wax-creek
Spire Agency,Logo Designers,Elevating B2B Brands,4.9,15 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Addison, TX","Logo,Branding,Marketing Strategy,Advertising","10,65,15,10","""Spire Agency definitely helped us step up our game.""",http://www.spireagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/spire-agency
Bradbury Brand + Design Experts,Logo Designers,Building Brands People Believe In,4.9,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Toronto, Canada","Logo,Branding,Graphic Design,Packaging Design","20,40,20,20","""Their work was exceptional, their staff were experts, and they were really, really easy to work with.""",https://www.bradburybrandexperts.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bradbury-brand-design-experts
Jacob Tyler,Logo Designers,We are a global integrated brand experience agency,4.9,59 REVIEWS,No,"$5,000+",$150 - $199 / hr,10 - 49,"Del Mar, CA","Logo,Advertising,Branding,Web Design,Digital Strategy,Email Marketing,Search Engine Optimization","10,20,20,20,10,10,10","“Jacob Tyler has been flexible around our needs. Whatever we ask them for, they’re very willing to help us get it done.”",http://www.jacobtyler.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/jacob-tyler
Moloko Creative Inc,Logo Designers,"Moloko, Creative agency",4.9,42 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"St. Petersburg, FL","Logo,Branding,Graphic Design,Advertising,Packaging Design","20,40,20,10,10","""The team is ready to defend their product and explain why it will work.""",http://mlk.global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/moloko-creative
Venthio,Logo Designers,Brand Marketing: Insight - intelligence - design.,5.0,24 REVIEWS,No,"$25,000+",$200 - $300 / hr,2 - 9,"Laguna Beach, CA","Logo,Branding,Graphic Design,Web Design","20,45,20,15",“Venthio understood our industry trends and built an impactful brand that set us apart from competitors.”,https://www.venthio.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/venthio
Theory SF,Logo Designers,We craft brands that create desire,4.9,24 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"San Francisco, CA","Logo,Advertising,Branding,Digital Strategy,Broadcast Video,Market Research,Marketing Strategy,Social Media Marketing","10,35,25,10,5,5,5,5","""They are amazing communicators.""",http://www.theorysf.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/theory-sf
GreyBox Creative,Logo Designers,Branding that Sells,4.9,44 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"New York, NY","Logo,Branding,Advertising,Graphic Design,Web Development","10,60,10,10,10","""They were a highly responsive and experienced team.""",https://www.greyboxcreative.com/logo-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/greybox-creative
NEVERBLAND,Logo Designers,Digital Product Studio,4.7,11 REVIEWS,No,"$50,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Logo,Custom Software Development,UX/UI Design,Web Design,Web Development,Branding","10,20,20,20,20,10",“Their interpretation of our needs and the design are exceptional.”,https://neverbland.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/neverbland
Fellow Studio,Logo Designers,Making your brand of today an icon of tomorrow,5.0,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,2 - 9,"London, United Kingdom","Logo,Branding,Graphic Design,Packaging Design,Print Design,UX/UI Design,Web Design","10,35,15,10,10,10,10","""They delivered excellent quality work.""",https://fellowstudio.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fellow-studio
DBC,Logo Designers,Brand Design and Consulting for Growth Companies,5.0,20 REVIEWS,No,"$10,000+",Undisclosed,2 - 9,"New York, NY","Logo,Branding,Graphic Design","15,55,30","""CEO was very pleased - which is a tough bar to meet!""",http://studiodbc.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/dbc
Bolder & Co. Creative Studios,Logo Designers,UNRIVALED in the ability to scale business.,4.9,6 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"Urbana, OH","Logo,Branding,Advertising,Graphic Design,Web Design,Direct Marketing,Social Media Marketing","15,20,15,15,15,10,10","""I'm delighted with the work they've been doing for us — they're more than I can ask for.''""",https://boldercreative.com/,https://clutch.co/profile/bolder-co-creative-studios
Barretto-Co.,Logo Designers,Design for good.,4.9,5 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Oakland, CA","Logo,Branding,Graphic Design,Web Design","10,70,10,10",“They always go the extra mile to come up with amazing ideas for us.”,http://www.barretto-co.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/barretto-co
SimplePlan Media,Logo Designers,Stellar. Sleek. Simple.,5.0,15 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"New Delhi, India","Logo,Branding,E-Commerce Development,Graphic Design,UX/UI Design,Web Development","15,25,15,15,15,15",“We’ve been able to trust them with all our marketing operations.”,https://www.simpleplanmedia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/simpleplan-media
MAGNETIC Creative,Logo Designers,Crafting & Scaling Brands Worldwide,5.0,13 REVIEWS,No,"$10,000+",$150 - $199 / hr,50 - 249,"Temecula, CA","Logo,Branding,Web Design,E-Commerce Development,Digital Strategy,Market Research,Video Production","10,25,20,15,10,10,10","""They followed a clear path from the objectives to the finished project.""",https://www.magneticcreative.com/?utm_source=Clutch.co&utm_medium=Profile%20clicks&utm_campaign=Clutch,https://clutch.co/profile/magnetic-creative
Brandwell,Logo Designers,If you're going to do it...do it well.,4.9,16 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Collingwood, Australia","Logo,Branding,Packaging Design,Web Design","20,50,20,10","""Brandwell felt like an extension of our internal team.""",https://brandwellagency.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/brandwell
DATE OF BIRTH,Logo Designers,Branding | Design | Strategy,4.9,5 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"South Melbourne, Australia","Logo,Branding,Packaging Design","25,50,25","""They are strategically and creatively talented.""",https://dateofbirth.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/date-birth-0
CUT THRU,Logo Designers,Design & messaging that improves conversion rates,5.0,36 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Sydney, Australia","Logo,Branding,Content Marketing,Digital Strategy,Ecommerce Marketing,Graphic Design,Marketing Strategy,Pay Per Click,Video Production,Web Design","10,10,10,10,10,10,10,10,10,10","""They were highly responsive to our needs and concerns, addressing any issues promptly and proactively.""",http://www.cutthru.agency/,https://clutch.co/profile/cut-thru
More Local Clients LLC,Logo Designers,We're in the biz of getting you more local biz!,5.0,10 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Lincolnshire, IL","Logo,Search Engine Optimization,Web Development,Branding,Marketing Strategy,Pay Per Click","10,35,20,15,10,10","""They had a high-quality approach to their work, attentiveness, and competence.""",https://www.morelocalclients.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/more-local-clients
Composite,Logo Designers,Brand + Web growth partner for startups,4.9,8 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Brooklyn, NY","Logo,UX/UI Design,Web Development,Web Design,Digital Strategy","25,25,25,15,10",""" are impressed with the overall professionalism and quality.""",https://www.composite.global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/composite
zö agency,Logo Designers,A full service digital tribe and creative agency!,4.9,15 REVIEWS,No,"$1,000+",Undisclosed,10 - 49,"Bend, OR","Logo,Branding,Web Design,Advertising,Digital Strategy,Marketing Strategy,Print Design,Search Engine Optimization","10,20,20,10,10,10,10,10","""They have solid project management.""",https://zo.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/z-agency
Pen & Mug,Logo Designers,Caffeine-fueled graphic/web design studio,5.0,22 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Nashville, TN","Logo,Branding,Web Design,Graphic Design,Web Development,UX/UI Design","10,25,25,15,15,10","""No matter where my career takes me, Pen & Mug will come along.""",https://penandmug.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pen-mug
Crème de Mint,Logo Designers,Brands People Crave,5.0,9 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Miami Beach, FL","Logo,Packaging Design,Email Marketing,Web Design,Social Media Marketing","20,50,15,10,5",“They were great at listening to what I wanted and making it a reality.”,https://cremedemint.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cr-me-de-mint
Studio Carbon,Logo Designers,Realising better futures through design,5.0,4 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Amsterdam, Netherlands","Logo,Product Design,Branding,UX/UI Design,Graphic Design","10,30,25,25,10","""Their design philosophy is truly one of a kind.""",https://www.studiocarbon.in/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/studio-carbon
Lazy snail Design,Logo Designers,We are a Nordic agency with a Mediterranean family,5.0,4 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"København, Denmark","Logo,Branding,Packaging Design","20,40,40","""They created a unique visual identity that appeals to our customers and brands.""",https://lazysnail.design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lazy-snail-design
Elk Creative,Logo Designers,A transformative Branding and Web Design agency,5.0,3 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Melbourne, Australia","Logo,Branding,Web Development,Web Design","20,40,30,10","""They genuinely listen to us, which produces the results we ask for.""",http://www.elkcreative.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/elk-creative
Map & Fire,Logo Designers,Create a 1-of-1 position for your brand,5.0,19 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Torrance, CA","Logo,Branding,Market Research,Packaging Design","10,50,30,10","""They did a great job with market research and naming.""",https://mapandfire.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/map-fire
BS LLC,Logo Designers,Ohio's Top B2B Brand Strategy Agency,4.9,22 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Cincinnati, OH","Logo,Branding,Business Consulting,Marketing Strategy,Search Engine Optimization","10,40,20,20,10","""They have the best blend of creativity, strategy, and clear messaging that I've come across.""",https://bsllc.biz/services/branding/?utm_campaign=branding%20services&utm_source=clutch&utm_medium=clutch%20homepage,https://clutch.co/profile/bs
Passionate Design Agency,Logo Designers,Premium Design Made Affordable,5.0,40 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Logo,Graphic Design,Web Design,Branding,E-Commerce Development,Print Design,Search Engine Optimization,UX/UI Design","10,20,20,10,10,10,10,10","""What impressed us most about Passionate Design Agency was their creativity and dedication to the project.""",https://passionates.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/passionate-design-agency
Brandlucent,Logo Designers,Award-winning Branding Agency || Canada & Ireland,5.0,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Montréal, Canada","Logo,Branding,Web Design","10,80,10","""The professionalism and speed at which their team could work impressed us.""",https://brandlucent.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/brandlucent
Strawberry Brand Studio,Logo Designers,We Craft World-Class Brands,5.0,5 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Miami, FL","Logo,Branding,Web Design,Web Development","10,70,10,10","""They were a great team with a global perspective of branding and beautiful design.""",http://www.strawberrystudio.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/strawberry-brand-studio
Simple Truth,Logo Designers,Big ideas. Big impact.,4.9,15 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Chicago, IL","Logo,Branding,Content Marketing,Marketing Strategy,Advertising,Social Media Marketing","10,30,25,15,10,10","“Simple Truth’s flexibility, listening skills, and adaptability are outstanding. They’re very easy to work with.”",http://yoursimpletruth.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/simple-truth
Calico Studio,Logo Designers,"Brands that hit the mark, and sell like hot cakes.",4.9,5 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Auckland, New Zealand","Logo,Branding,Packaging Design","35,35,30","""They weren't a design studio that focused only on trends but more on the brand.""",https://calicostudio.co.nz/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-logo-designers,https://clutch.co/profile/calico-studio
Emery Agency,Logo Designers,Good ideas deserve great reputations.™,5.0,12 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"Freeport, ME","Logo,Branding,Web Development,Graphic Design","10,60,25,5","""They also asked thoughtful and strategic questions that allowed us to have a strong brief from the start.""",https://emery.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/emery-agency
ColorJar,Logo Designers,We create champion brands.,4.8,15 REVIEWS,No,"$25,000+",Undisclosed,10 - 49,"Chicago, IL","Logo,Branding,Packaging Design,Web Design","20,60,10,10","""Everything they did for us was great. ... They exceeded my expectations.""",http://colorjar.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/colorjar
SLAPS,Logo Designers,BRANDING THAT SLAPS,5.0,10 REVIEWS,No,"$5,000+",$100 - $149 / hr,50 - 249,"Barcelona, Spain","Logo,Branding,Advertising,Graphic Design,Packaging Design","10,40,30,10,10","""We liked how attentive they are, we really felt like they were part of our internal team.""",http://www.brandingthatslaps.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/slaps
The Label Collective,Logo Designers,"A strategic, brand-focused creative studio.",4.9,6 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Austin, TX","Logo,Graphic Design,Branding,UX/UI Design,Web Design","10,40,30,10,10","""The quality of design was amazing, and their approach to gathering stakeholders' feedback was great.""",https://www.thelabelcollective.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/label-collective
Bellman Agency,Logo Designers,"The home of branding, graphic design and content.",4.8,6 REVIEWS,No,"$1,000+",$150 - $199 / hr,10 - 49,"Hawthorn, Australia","Logo,Branding,Graphic Design,Marketing Strategy,Packaging Design,Print Design","20,25,25,10,10,10","""They provided outstanding service and efficient responses to any inquiries we had.""",https://www.bellmanagency.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bellman-agency-0
ParkerWhite Brand Interactive,Logo Designers,BRAND. ATTRACT. NURTURE. GROW.,4.8,21 REVIEWS,No,"$25,000+",$100 - $149 / hr,2 - 9,"Encinitas, CA","Logo,Branding,Web Design,Digital Strategy,Advertising,Packaging Design,Social Media Marketing","10,25,20,15,10,10,10","""ParkerWhite Brand Interactive was a well-organized, very creative, and passionate agency.""",https://www.parkerwhite.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/parkerwhite-brand-interactive
Olivine,Logo Designers,We’re a full-service product marketing agency,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"San Francisco, CA","Logo,Product Marketing,Branding,Content Marketing,Graphic Design,Marketing Strategy,Web Design","10,40,10,10,10,10,10","""Olivine has a great sense of how to combine copywriting, visuals, and design into a coherent web experience.""",https://www.olivinemarketing.com/agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/olivine-0
Four By North,Logo Designers,"We elevate brands, products, websites quickly",5.0,5 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Pasadena, CA","Logo,UX/UI Design,Web Design,Content Writing Services,Graphic Design,Print Design","10,30,30,10,10,10","""Their designs were tailored perfectly to our desired corporate image.""",https://fourbynorth.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/four-north
States of Matter,Logo Designers,Level Up and Amplify Your Impact.,5.0,13 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Seattle, WA","Logo,Branding,Web Design,Packaging Design,UX/UI Design","10,40,30,10,10","“Their strengths are their process, and taking people through a journey, which is the most important part.”",http://www.statesofmatter.com/,https://clutch.co/profile/states-matter
Commotion Engine,Logo Designers,We simplify complex ideas through animated videos,5.0,21 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Chamblee, GA","Logo,Video Production,Social Media Marketing,Graphic Design","10,60,20,10","""I had never worked with a video company that was so attentive to our needs.""",http://commotionengine.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/commotion-engine
Mano a Mano,Logo Designers,Fighting side by side with you.,5.0,12 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Porto, Portugal","Logo,Branding,Web Design,Graphic Design,Packaging Design,Print Design,UX/UI Design,Web Development","10,20,20,10,10,10,10,10","“They’re great creative minds, and the team understands our business and vision.”",https://manoamanoclub.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mano-mano
Chase Design,Logo Designers,Creating Success!,5.0,18 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Carlsbad, CA","Logo,Web Design,Branding,Search Engine Optimization","10,70,10,10","“Chase Design was able to meet our demands ahead of schedule, and we launched the website early.”",https://chrischasedesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/chase-design
Mirage,Logo Designers,Brands for the future.,5.0,9 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Berlin, Germany","Logo,Branding,Graphic Design,Advertising,Web Design,Packaging Design,Print Design","10,40,20,10,10,5,5","""The team was very responsive, and all deadlines were treated with care and respect.""",https://www.thisismirage.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mirage
