Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
e-point SA,UX Design,We help companies build great digital platforms,5.0,12 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,50 - 249,"Warszawa, Poland","UX/UI Design,Custom Software Development,Web Design,Web Development","35,45,10,10","""They understood our business and goals very well.""",https://www.e-point.com/clutch,https://clutch.co/profile/e-point-sa
Full Clarity,UX Design,UX design & Application development,5.0,12 REVIEWS,Yes,"$25,000+",$100 - $149 / hr,2 - 9,"Farnham, United Kingdom","UX/UI Design,Custom Software Development,Web Development,AR/VR Development,Enterprise App Modernization","50,15,15,10,10",“They were great at discovery and project scoping.”,https://fullclarity.co.uk/?utm_source=clutch&utm_medium=directory&utm_campaign=online-presence&utm_term=full-clarity,https://clutch.co/profile/full-clarity
Pixels and Sense,UX Design,Level up your financial product design.,5.0,11 REVIEWS,Yes,"$10,000+",$100 - $149 / hr,2 - 9,"Tallinn, Estonia","UX/UI Design,Branding,Content Marketing,Social Media Marketing,Web Design","60,10,10,10,10","“We’re most impressed with Pixels and Sense’s professionalism, efficiency, and quality of work.”",https://pixelsandsense.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/pixels-sense
QClay,UX Design,We Create Everlasting Designs. Check Our Portfolio,5.0,27 REVIEWS,Yes,"$10,000+",$100 - $149 / hr,50 - 249,"San Francisco, CA","UX/UI Design,Web Design,Branding,Web Development,Product Design","30,30,15,15,10","""It's been a great dynamic between our product owner and the QClay team.""",https://qclay.design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/qclay
Awsmd,UX Design,Data Driven UI UX and Development Agency,4.9,39 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,50 - 249,"San Francisco, CA","UX/UI Design,Mobile App Development,Web Development","25,40,35",“Their Awsmd’s project management is quite strong.”,https://subscription.awsmd.com/?utm_source=clutch&utm_medium=referral&utm_campaign=ui-ux,https://clutch.co/profile/awsmd
BN Digital LTD,UX Design,Design and strategy firm,4.9,7 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,50 - 249,"Los Angeles, CA","UX/UI Design,Custom Software Development,Web Design,Web Development","35,40,15,10","“We had a positive experience, and they were very supportive, honest partners.”",https://bndigital.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bn-digital-0
Orizon Design,UX Design,"App design, Websites, Brands, 3d & Webflow landing",4.8,27 REVIEWS,Yes,"$25,000+",$100 - $149 / hr,10 - 49,"Montréal, Canada","UX/UI Design,Web Design,Product Design,Branding,Mobile App Development,Video Production,Web Development","25,20,15,10,10,10,10","""They have a very methodical workflow that produces amazing designs in a very short time.""",http://www.orizon.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/orizon-design
Wolf&Whale,UX Design,Great Design is a Force of Nature.,4.9,16 REVIEWS,Yes,"$25,000+",$100 - $149 / hr,10 - 49,"Brooklyn, NY","UX/UI Design,Branding,Web Design,Product Design,Web Development","30,30,20,10,10","""They have a great ability to take stressful moments and easily create stunning and detail-oriented designs.""",https://www.wolfwhale.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/wolfwhale
OAK THEORY,UX Design,WOC Owned & Operated Design Studio,5.0,11 REVIEWS,Yes,"$25,000+",$150 - $199 / hr,2 - 9,"New York, NY","UX/UI Design,Web Design,Branding","35,45,20","""We're impressed by the fact that OAK THEORY reflects the diversity of the founders we serve.""",https://oaktheory.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/oak-theory
Slick,UX Design,1 Week Free Trial❗,5.0,18 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,10 - 49,"San Jose, CA","UX/UI Design,Mobile App Development,Web Development","30,40,30","""They're fantastic and do everything effectively and efficiently.""",http://slick.global/,https://clutch.co/profile/slick
Arionkoder,UX Design,"Leading Product Dev, AI and Staff Augmentation",4.9,10 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,50 - 249,"Boston, MA","UX/UI Design,IT Staff Augmentation,AI Development,Product Design,AI Consulting,Custom Software Development","25,25,15,15,10,10","""They are, without a doubt, a world-class design and development firm.""",https://arionkoder.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/arionkoder
45RPM,UX Design,"Digital Brands, Strategies, and User Experiences",4.8,23 REVIEWS,Yes,"$25,000+",$100 - $149 / hr,10 - 49,"Takoma Park, MD","UX/UI Design,Web Design,Web Development,Branding,E-Commerce Development","25,30,25,10,10","""45RPM made themselves available to the point where it felt like they were an in-house team.""",https://www.45rpm.co/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/45rpm
LeverageUX Design House,UX Design,"SaaS, Dashboards, AI/ML, Web & Mobile Apps for B2B",4.9,43 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,10 - 49,"Santa Rosa, CA","UX/UI Design,Web Design","90,10",“I also really admire their work culture; they take great pride in their work and do what they say.”,https://leverageux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=ui-ux,https://clutch.co/profile/leverageux-design-house
Simple Thread,UX Design,We're Software Experts That Speak Utility,5.0,13 REVIEWS,Yes,"$10,000+",$150 - $199 / hr,10 - 49,"Glen Allen, VA",UX/UI Design,100,"""Simple Thread knocked it out of the park and have since built a high degree of trust between us."" """,https://simplethread.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/simple-thread
The Gradient,UX Design,"Product Design Agency | Fintech, E-commerce, B2B",4.9,43 REVIEWS,Yes,"$25,000+",$50 - $99 / hr,10 - 49,"L'viv, Ukraine",UX/UI Design,100,"""They take ownership and are passionate about the products they build.""",https://thegradient.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/gradient
Koru UX Design,UX Design,SaaS Specialist UX Design Agency,4.9,24 REVIEWS,Yes,"$50,000+",$50 - $99 / hr,10 - 49,"Pune, India",UX/UI Design,100,"""Their quality of proposed designs and innovative thinking are impressive.""",https://www.koruux.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/koru-ux-design
Mentores Digital,UX Design,We design unique digital experiences,5.0,6 REVIEWS,Yes,"$5,000+",$50 - $99 / hr,10 - 49,"Miami, FL",UX/UI Design,100,“We have great chemistry and an excellent working relationship with Mentores.”,https://mentores.digital/ux-ui-design-agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/mentores-digital
UX studio,UX Design,"UX/UI, Web Design, and Research Agency",5.0,33 REVIEWS,Yes,"$5,000+",$50 - $99 / hr,50 - 249,"Budapest, Hungary","UX/UI Design,Web Design,Product Design","55,35,10","""They brought fresh, innovative ideas to the table and weren't afraid to take risks to create something unique.""",https://uxstudioteam.com/your-design-partner?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/ux-studio
BluePixel,UX Design,"We Define, build and deploy design driven software",4.9,23 REVIEWS,Yes,"$5,000+",$25 - $49 / hr,50 - 249,"Ciudad de México, Mexico","UX/UI Design,Custom Software Development,Mobile App Development,Branding,Web Development","50,15,15,10,10","""One aspect that truly impressed me was their unwavering commitment to meeting deadlines.""",http://www.bluepixel.mx/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bluepixel
Zero To Design,UX Design,Your alternative to expensive contract designers,5.0,2 REVIEWS,Yes,"$1,000+",$50 - $99 / hr,2 - 9,"London, United Kingdom","UX/UI Design,Web Design","80,20","""They worked with us to deliver UX/UI that we thought was of a really high standard.""",https://zerotodesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/zero-design-0
Specno,UX Design,Design-Build-Launch Mobile and Web Applications,5.0,30 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,50 - 249,"Cape Town, South Africa","UX/UI Design,Mobile App Development,Custom Software Development","20,60,20",“They stepped into the startup mind and assisted us by looking holistically at everything.”,https://www.specno.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/specno
Ballast Lane Applications LLC,UX Design,Digital Products for Scaling Businesses,4.9,16 REVIEWS,Yes,"$25,000+",$50 - $99 / hr,50 - 249,"Marblehead, MA","UX/UI Design,Custom Software Development,AI Development,Mobile App Development","30,40,20,10","""The design team was exceptional!""",https://ballastlane.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/ballast-lane-applications
OTAKOYI,UX Design,Software Design and Development Partner,4.8,41 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,50 - 249,"L'viv, Ukraine","UX/UI Design,Custom Software Development,IT Staff Augmentation,Mobile App Development,Web Development","20,20,20,20,20","""The developers care about the project and add great value to our business.""",https://otakoyi.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/otakoyi
Design Brewery,UX Design,Partners for holistic design solutions - UX UI,4.7,7 REVIEWS,Yes,"$1,000+",$25 - $49 / hr,10 - 49,"Gurugram, India","UX/UI Design,Branding,Social Media Marketing","60,20,20",“The team that Design Brewery managed to assemble was great. Everyone I interacted with from their team was a star.”,https://designbrewery.in/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/design-brewery
Calibrate Software,UX Design,We craft digital experiences that spark joy,4.9,24 REVIEWS,Yes,"$25,000+",$50 - $99 / hr,10 - 49,"Chicago, IL","UX/UI Design,Mobile App Development,Web Development,Web Design","20,50,20,10",“I really love how Calibrate Software is very passionate about the project.”,https://calibrated.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/calibrate-software
Masterly,UX Design,UI/UX and Digital Product Design Agency,5.0,3 REVIEWS,Yes,"$5,000+",$50 - $99 / hr,10 - 49,"Cheyenne, WY","UX/UI Design,Branding,E-Commerce Development,Ecommerce Marketing,Graphic Design,Search Engine Optimization,Web Design","40,10,10,10,10,10,10","""They provided valuable insights and presented well-reasoned solutions that aligned with our objectives.""",https://masterly.digital/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/masterly
Merge Development,UX Design,UX first SaaS and Fintech Design and Development,4.8,21 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,10 - 49,"Kyiv, Ukraine","UX/UI Design,Web Design,Custom Software Development,Web Development","30,30,20,20","""They delivered all projects on time and within budget.""",https://merge.rocks/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/merge-development
Robots & Pencils,UX Design,A #digital innovation firm.,5.0,3 REVIEWS,Yes,"$5,000+",$100 - $149 / hr,50 - 249,"Cleveland, OH","UX/UI Design,Custom Software Development,Mobile App Development,CRM Consulting and SI,AI Development","25,25,25,15,10","""Their culture was incredible. We didn't just work together and deliver great results; we made lasting friendships.""",https://robotsandpencils.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/robots-pencils
Catalyst UX,UX Design,"The UX Leader in Medical, Life Science, & FinTech",4.9,13 REVIEWS,Yes,"$25,000+",Undisclosed,10 - 49,"San Mateo, CA","UX/UI Design,Custom Software Development,Mobile App Development,Product Design","30,30,30,10",“They provided a lot of recommendations; they didn’t just tell us how we should do things.”,https://catalystux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/catalyst-ux
Daito Design,UX Design,Better by Design,5.0,4 REVIEWS,Yes,"$50,000+",$200 - $300 / hr,10 - 49,"Austin, TX",UX/UI Design,100,"""If you want very scientific, data-driven design, work with Daito Design.""",https://daitodesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/daito-design
Aufait UX,UX Design,Empowering brands with exceptional UI UX designs,4.9,23 REVIEWS,Yes,"$5,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India","UX/UI Design,Product Design","70,30","""The entire team was very talented, dedicated, and easy to communicate with.""",http://www.aufaitux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aufait-ux
SEEK,UX Design,Digital Product Design & Technology,4.9,10 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,50 - 249,"San Isidro, Peru","UX/UI Design,Custom Software Development,IT Staff Augmentation","35,35,30","""They are very organized. Timelines are very firm and held to. Quality of work is excellent.""",https://seekglobal.co/en,https://clutch.co/profile/seek-0
dops.digital,UX Design,We create live websites and brand identity design,5.0,31 REVIEWS,Yes,"$10,000+",$50 - $99 / hr,10 - 49,"L'viv, Ukraine","UX/UI Design,Web Design","20,80","""We will definitely work with them again for a website for our other brand.""",http://dops.digital/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/dopsdigital
Aureate Labs,UX Design,Building Experience-Driven Commerce for B2C & D2C,4.9,22 REVIEWS,Yes,"$10,000+",$25 - $49 / hr,50 - 249,"Surat, India","UX/UI Design,E-Commerce Development","10,90","""Their commitment to customer satisfaction was evident in everything they did.""",https://aureatelabs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aureate-labs
Lighthouse,UX Design,The number one UX design partner for product teams,4.9,34 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom","UX/UI Design,Product Design","90,10",“Our experience working with Lighthouse has been extremely positive; they’ve been a fantastic partner.”,https://wearelighthouse.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/lighthouse-2
Divami Design Labs,UX Design,Designing Growth,4.8,57 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Hyderabad, India",UX/UI Design,100,“The team is very easy to work with and goes above and beyond to help us.”,https://divami.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/divami-design-labs
Guidea,UX Design,MedTech and HealthTech Product Design & Innovation,5.0,34 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Austin, TX",UX/UI Design,100,"""Their best practices and human centered focus on how users engage with a product is a gold standard.""",https://guidea.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/guidea
ZEUX Innovation,UX Design,Outcome Driven UX,4.9,28 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Mumbai, India",UX/UI Design,100,"""It was their skills that were pretty impressive.""",https://zeuxinnovation.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory&utm_content=agencies-ui-ux,https://clutch.co/profile/zeux-innovation
Ungrammary,UX Design,"Globally reputed, award-winning UX design agency",4.8,20 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Mumbai, India",UX/UI Design,100,"""They are good at taking feedback and executing on it.""",https://www.ungrammary.com/?utm_source=clutch,https://clutch.co/profile/ungrammary
Intechnic,UX Design,Results-driven websites,4.8,21 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Chicago, IL",UX/UI Design,100,“Intechnic has helped us think about what we can do to best help our particular users; they’re very singularly focused.”,https://intechnic.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/intechnic
Cieden,UX Design,"Design for Real Estate, EdTech and SaaS products",4.9,43 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland",UX/UI Design,100,"""They can think on their feet and provide valuable feedback to our product team.""",https://cieden.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/cieden
